course_id,course_name,competency,category,level,delivery_mode,duration_hours,duration_weeks,max_participants,resource_types,prerequisites,certification_offered,start_date,end_date,status,num_qualified_trainers,primary_trainer_id,num_recommended_trainees,total_enrolled,completion_rate_percent,average_course_rating,average_assessment_pass_rate_percent,description
C1315,Intermediate Weather Observation,Weather observation,Weather Observation,Intermediate,Offline,12,2,30,simulation; lab exercise; PDF; live webinar; video,Basic understanding of Weather observation,False,2026-05-10,2026-05-24,completed,5,TRN20260108,7,22,65.1,3.4,80.7,"Intermediate Weather Observation equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1316,Applied Weather Observation,Weather observation,Weather Observation,Advanced,Hybrid,40,5,50,lab exercise; simulation; live webinar; PDF; case study,Basic understanding of Weather observation,True,2026-06-12,2026-07-17,completed,5,TRN20260108,3,48,91.3,4.7,79.4,Applied Weather Observation equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1317,Weather Observation Bootcamp,Weather observation,Weather Observation,Beginner,Online,8,1,30,lab exercise; simulation; case study; live webinar,,False,2026-07-21,2026-07-28,completed,5,TRN20260108,7,30,56.2,4.1,62.8,"Weather Observation Bootcamp equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1318,Weather Observation Capstone Project,Weather observation,Weather Observation,Intermediate,Offline,24,3,50,field exercise; PDF; live webinar; case study,Basic understanding of Weather observation,True,2026-07-13,2026-08-03,completed,5,TRN20260108,4,20,86.7,4.7,74.6,"Weather Observation Capstone Project equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1321,Weather Observation Refresher Course,Weather observation,Weather Observation,Intermediate,Offline,8,1,40,simulation; field exercise; PDF; quiz; lab exercise,Basic understanding of Weather observation,True,2027-01-10,2027-01-17,upcoming,5,TRN20260108,6,19,93.3,4.2,65.8,"Weather Observation Refresher Course equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1322,Hands-on Weather Observation,Weather observation,Weather Observation,Advanced,Hybrid,20,2,20,simulation; live webinar; quiz,Basic understanding of Weather observation,True,2026-12-01,2026-12-15,upcoming,5,TRN20260108,3,20,89.8,4.4,63.8,Hands-on Weather Observation equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1323,Weather Observation for New Recruits,Weather observation,Weather Observation,Beginner,Online,8,1,50,field exercise; PDF; simulation,,True,2027-01-15,2027-01-22,upcoming,5,TRN20260108,5,47,68.1,4.4,93.5,"Weather Observation for New Recruits equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1324,Master Class: Weather Observation,Weather observation,Weather Observation,Intermediate,Offline,20,2,40,field exercise; PDF; case study,Basic understanding of Weather observation,True,2027-01-11,2027-01-25,upcoming,5,TRN20260108,8,32,87.4,4.4,83.9,"Master Class: Weather Observation equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1325,Weather Observation: Tools and Applications,Weather observation,Weather Observation,Advanced,Hybrid,40,5,20,live webinar; simulation; video; quiz; case study,Basic understanding of Weather observation,True,2027-01-03,2027-02-07,upcoming,5,TRN20260108,3,19,81.6,3.8,66.8,Weather Observation: Tools and Applications equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1327,Weather Observation Essentials,Weather observation,Weather Observation,Beginner,Offline,8,1,20,live webinar; lab exercise; field exercise; quiz,,False,2026-06-22,2026-06-29,completed,5,TRN20260108,7,11,93.4,4.0,63.1,"Weather Observation Essentials equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1328,Weather Observation for Decision Makers,Weather observation,Weather Observation,Advanced,Hybrid,8,1,20,quiz; video; live webinar,Basic understanding of Weather observation,False,2026-05-29,2026-06-05,completed,5,TRN20260108,4,5,67.6,4.8,81.1,Weather Observation for Decision Makers equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
